typology,curve,candidate_frame,window_start,window_end
t8-1,curve_53,11,8,14
t8-1,curve_53,12,9,15
t8-1,curve_53,13,10,16
t8-1,curve_54,12,9,15
t8-1,curve_54,13,10,16
t8-1,curve_54,14,11,17
t8-1,curve_55,13,10,16
t8-1,curve_55,14,11,17
t8-1,curve_56,12,9,15
t8-1,curve_56,13,10,16
t8-1,curve_56,14,11,17
t8-1,curve_57,12,9,15
t8-1,curve_57,13,10,16
t8-1,curve_58,11,8,14
t8-1,curve_58,12,9,15
t8-1,curve_59,11,8,14
t8-1,curve_59,12,9,15
t8-1,curve_59,13,10,16
t8-1,curve_60,11,8,14
t8-1,curve_60,12,9,15
t8-1,curve_61,11,8,14
t8-1,curve_61,12,9,15
t8-1,curve_62,13,10,16
t8-1,curve_62,14,11,17
t8-1,curve_63,11,8,14
t8-1,curve_63,12,9,15
t8-1,curve_64,12,9,15
t8-1,curve_64,13,10,16
t8-1,curve_65,13,10,16
t8-1,curve_65,14,11,17
t8-1,curve_66,13,10,16
t8-1,curve_66,14,11,17
t8-1,curve_67,11,8,14
t8-1,curve_67,12,9,15
t8-1,curve_68,11,8,14
t8-1,curve_68,12,9,15
t8-1,curve_69,12,9,15
t8-1,curve_69,13,10,16
t8-1,curve_70,13,10,16
t8-1,curve_70,14,11,17
t8-1,curve_71,11,8,14
t8-1,curve_71,12,9,15
t8-1,curve_72,11,8,14
t8-1,curve_72,12,9,15
t8-1,curve_73,12,9,15
t8-1,curve_73,13,10,16
t8-1,curve_74,12,9,15
t8-1,curve_74,13,10,16
t8-1,curve_74,14,11,17
t8-1,curve_75,11,8,14
t8-1,curve_75,12,9,15
t8-1,curve_76,11,8,14
t8-1,curve_76,12,9,15
t8-1,curve_76,13,10,16
t8-1,curve_77,12,9,15
t8-1,curve_77,13,10,16
t8-1,curve_78,13,10,16
t8-1,curve_78,14,11,17
t8-1,curve_79,12,9,15
t8-1,curve_79,13,10,16
t8-1,curve_80,13,10,16
t8-1,curve_80,14,11,17
t8-1,curve_81,11,8,14
t8-1,curve_81,12,9,15
t8-1,curve_82,11,8,14
t8-1,curve_82,12,9,15
t8-1,curve_82,13,10,16
t8-1,curve_83,14,11,17
t8-1,curve_84,11,8,14
t8-1,curve_84,12,9,15
t8-1,curve_84,13,10,16
t8-1,curve_85,13,10,16
t8-1,curve_85,14,11,17
t8-1,curve_86,11,8,14
t8-1,curve_86,12,9,15
t8-1,curve_87,11,8,14
t8-1,curve_87,12,9,15
t8-1,curve_87,13,10,16
t8-1,curve_88,12,9,15
t8-1,curve_88,13,10,16
t8-1,curve_88,14,11,17
t8-1,curve_89,12,9,15
t8-1,curve_89,13,10,16
t8-1,curve_90,11,8,14
t8-1,curve_90,12,9,15
t8-1,curve_91,11,8,14
t8-1,curve_91,12,9,15
t8-1,curve_91,13,10,16
t8-1,curve_92,12,9,15
t8-1,curve_92,13,10,16
t8-1,curve_93,11,8,14
t8-1,curve_93,12,9,15
t8-1,curve_94,13,10,16
t8-1,curve_94,14,11,17
t8-1,curve_95,11,8,14
t8-1,curve_95,12,9,15
t8-1,curve_96,12,9,15
t8-1,curve_96,13,10,16
t8-1,curve_97,12,9,15
t8-1,curve_97,13,10,16
t8-1,curve_97,14,11,17
t8-1,curve_98,12,9,15
t8-1,curve_98,13,10,16
t8-1,curve_99,13,10,16
t8-1,curve_99,14,11,17
